2025-03-09 19:55:56,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025030923001431621437034017	,110420250309195556655904217033	,,
2025-03-09 19:55:28,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.12,花呗,交易成功,2025030923001431621437519722	,110420250309195528117802147046	,,
2025-03-09 09:41:41,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.06,花呗,交易成功,2025030923001431621433241490	,110420250309094141053540234941	,,
2025-03-09 00:01:13,其他,北京岳西科技有限公司,zho***@126.com,无人售货·18252,支出,7.12,花呗&花呗青春特惠,交易成功,2025030923001431621432567779	,1898403109737644033	,,
2025-03-08 20:35:38,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,14.92,花呗,交易成功,2025030823001431621431137943	,0003N202503080000000009982512971	,,
2025-03-08 13:24:34,信用借还,花呗,/,花呗自动还款-2025年03月账单,不计收支,154.41,工商银行储蓄卡(3425),还款成功,2025030829020999620187903168	,	,,
2025-03-06 17:44:17,其他,北京岳西科技有限公司,zho***@126.com,无人售货·18252,支出,5.60,花呗&花呗青春特惠,交易成功,2025030623001431621423487383	,1897583775946387458	,,
2025-03-05 19:46:42,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.11,花呗,交易成功,2025030523001431621419648124	,110420250305194642315374270657	,,
2025-03-05 18:47:41,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.08,花呗,交易成功,2025030523001431621416429664	,110420250305184741603433469131	,,
2025-03-03 11:21:55,日用百货,综合商店,/,综合商店_10021002503031121550744029616138_516186725022,支出,4.10,花呗&碰一下立减&花呗青春特惠,交易成功,2025030322001431621408125586	,111266000048151000202503031137322155538125	,,
2025-03-02 13:08:00,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.08,花呗,交易成功,2025030223001431621404774820	,110420250302130759926354897005	,,
2025-03-01 08:29:09,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025030123001431621400912053	,110420250301082909117518943614	,,
2025-02-28 22:37:54,其他,北京岳西科技有限公司,zho***@126.com,无人售货·18252,支出,2.85,花呗&花呗青春特惠,交易成功,2025022823001431621456087553	,1895483201092333569	,,
2025-02-28 19:46:12,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.03,花呗,交易成功,2025022823001431621457929388	,110420250228194612296704054373	,,
2025-02-28 19:45:59,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.12,花呗,交易成功,2025022823001431621456756752	,110420250228194559338726649777	,,
2025-02-28 19:28:22,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.08,花呗,交易成功,2025022823001431621457644032	,110420250228192822105872382734	,,
2025-02-28 19:27:47,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.03,花呗,交易成功,2025022823001431621457838500	,110420250228192747631443897206	,,
2025-02-27 17:33:54,日用百货,综合商店,/,综合商店_10021002502271733530494029616922_514595400932,支出,3.48,花呗&碰一下立减&花呗青春特惠,交易成功,2025022722001431621451222088	,051266000048151000202502271797683353620278	,,
2025-02-26 17:01:16,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025022623001431621447600611	,110420250226170116542746355071	,,
2025-02-26 14:15:16,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,4.50,花呗,交易成功,2025022622001431621446766296	,110120250226141516442313648257	,,
2025-02-25 13:49:52,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025022523001431621442334675	,110420250225134952255129895094	,,
2025-02-24 09:19:26,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.04,花呗,交易成功,2025022423001431621432587249	,110420250224091926532295052838	,,
2025-02-23 14:56:01,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.03,花呗,交易成功,2025022323001431621432315607	,110420250223145601712883680299	,,
2025-02-22 19:22:58,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025022223001431621426370542	,110420250222192257971397947255	,,
2025-02-22 14:30:29,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.07,花呗,交易成功,2025022223001431621427207552	,110420250222143029652275032898	,,
2025-02-21 16:39:54,日用百货,多点生活,zfb***@dmall.com,多点订单：863717115700,支出,4.36,花呗&碰一下立减&花呗青春特惠,交易成功,2025022122001431621421638056	,19011117401271930000863717115700	,,
2025-02-21 09:57:25,日用百货,s***l,sea***@163.com,飞利浦9600，国民hifi耳机，大耳代表作，9500升级款,支出,176.00,工商银行储蓄卡(3425),交易成功,2025022122001131621419212824	,T200P2473742931051254262	,,
2025-02-20 08:58:07,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.06,花呗,交易成功,2025022023001431621413885525	,110420250220085807326904542580	,,
2025-02-19 19:57:36,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.05,花呗,交易成功,2025021923001431621411339734	,110420250219195736474859570629	,,
2025-02-19 18:17:17,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.12,花呗,交易成功,2025021923001431621412278364	,110420250219181717522360363811	,,
2025-02-19 18:06:10,生活服务,杭州企鹅科技有限公司,czy***@qiekj.com,企鹅共享,支出,0.04,花呗,交易成功,2025021923001431621411750197	,110420250219180610328133233721	,,
